hgnc_id,symbol,ensembl_gene_id,class,name,uniprot_ids,entrez_id,kinase_com_name
HGNC:17848,STK38L,ENSG00000211455,Dark,serine/threonine kinase 38 like,Q9Y2H1,23012,NDR2
HGNC:17717,STK39,ENSG00000198648,Light,serine/threonine kinase 39,Q9UEW8,27347,STLK3
HGNC:21373,STK40,ENSG00000196182,Dark,serine/threonine kinase 40,Q8N2I9,83931,SgK495
HGNC:28669,STKLD1,ENSG00000198870,Dark,serine/threonine kinase like domain containing 1,Q8NE28,169436,SgK071
HGNC:30172,STRADA,ENSG00000266173,Light,STE20-related kinase adaptor alpha,Q7RTN6,92335,STLK5
HGNC:13205,STRADB,ENSG00000082146,Light,STE20-related kinase adaptor beta,Q9C0K7,55437,STLK6
HGNC:18889,STYK1,ENSG00000060140,Light,serine/threonine/tyrosine kinase 1,Q6J9G0,55359,SuRTK106
HGNC:11491,SYK,ENSG00000165025,Light,spleen associated tyrosine kinase,P43405,6850,SYK
HGNC:11535,TAF1,ENSG00000147133,Light,TATA-box binding protein associated factor 1,P21675,6872,TAF1
HGNC:18056,TAF1L,ENSG00000122728,Light,TATA-box binding protein associated factor 1 like,Q8IZX4,138474,TAF1L
HGNC:29259,TAOK1,ENSG00000160551,Dark,TAO kinase 1,Q7L7X3,57551,TAO1
HGNC:16835,TAOK2,ENSG00000149930,Dark,TAO kinase 2,Q9UL54,9344,TAO2
HGNC:18133,TAOK3,ENSG00000135090,Light,TAO kinase 3,Q9H2K8,51347,TAO3
HGNC:28261,TBCK,ENSG00000145348,Dark,TBC1 domain containing kinase,Q8TEA7,93627,TBCK
HGNC:11584,TBK1,ENSG00000183735,Light,TANK binding kinase 1,Q9UHD2,29110,TBK1
HGNC:17443,TBRG4,ENSG00000136270,Light,transforming growth factor beta regulator 4,Q969Z0,9238,NA
HGNC:11719,TEC,ENSG00000135605,Light,tec protein tyrosine kinase,P42680,7006,TEC
HGNC:11724,TEK,ENSG00000120156,Light,TEK receptor tyrosine kinase,Q02763,7010,TIE2
HGNC:11731,TESK1,ENSG00000107140,Dark,testis associated actin remodelling kinase 1,Q15569,7016,TESK1
HGNC:11732,TESK2,ENSG00000070759,Dark,testis associated actin remodelling kinase 2,Q96S53,10420,TESK2
HGNC:11737,TEX14,ENSG00000121101,Light,"testis expressed 14, intercellular bridge forming factor",Q8IWB6,56155,SgK307
HGNC:11772,TGFBR1,ENSG00000106799,Light,transforming growth factor beta receptor 1,P36897,7046,TGFbR1
HGNC:11773,TGFBR2,ENSG00000163513,Light,transforming growth factor beta receptor 2,P37173,7048,TGFbR2
HGNC:11809,TIE1,ENSG00000066056,Light,tyrosine kinase with immunoglobulin like and EGF like domains 1,P35590,7075,TIE1
HGNC:11841,TLK1,ENSG00000198586,Dark,tousled like kinase 1,Q9UKI8,9874,TLK1
HGNC:11842,TLK2,ENSG00000146872,Dark,tousled like kinase 2,Q86UE8,11011,TLK2
HGNC:30765,TNIK,ENSG00000154310,Light,TRAF2 and NCK interacting kinase,Q9UKE5,23043,TNIK
HGNC:11940,TNK1,ENSG00000174292,Light,tyrosine kinase non receptor 1,Q13470,8711,TNK1
HGNC:19297,TNK2,ENSG00000061938,Light,tyrosine kinase non receptor 2,Q07912,10188,ACK
HGNC:19661,TNNI3K,ENSG00000116783,Light,TNNI3 interacting kinase,Q59H18,51086,HH498
HGNC:16197,TP53RK,ENSG00000172315,Dark,TP53 regulating kinase,Q96S44,112858,PRPK
HGNC:53829,TPTEP2-CSNK1E,ENSG00000283900,Light,TPTEP2-CSNK1E readthrough,,102800317,NA
HGNC:16891,TRIB1,ENSG00000173334,Light,tribbles pseudokinase 1,Q96RU8,10221,Trb1
HGNC:30809,TRIB2,ENSG00000071575,Light,tribbles pseudokinase 2,Q92519,28951,Trb2
HGNC:16228,TRIB3,ENSG00000101255,Light,tribbles pseudokinase 3,Q96RU7,57761,Trb3
HGNC:11812,TRIM24,ENSG00000122779,Light,tripartite motif containing 24,O15164,8805,TIF1a
HGNC:16384,TRIM28,ENSG00000130726,Light,tripartite motif containing 28,Q13263,10155,TIF1b
HGNC:16290,TRIM33,ENSG00000197323,Light,tripartite motif containing 33,Q9UPN9,51592,TIF1g
HGNC:29005,TRIM66,ENSG00000166436,Light,tripartite motif containing 66,O15016,9866,NA
HGNC:12303,TRIO,ENSG00000038382,Light,trio Rho guanine nucleotide exchange factor,O75962,7204,Trio
HGNC:17995,TRPM6,ENSG00000119121,Light,transient receptor potential cation channel subfamily M member 6,Q9BX84,140803,ChaK2
HGNC:17994,TRPM7,ENSG00000092439,Light,transient receptor potential cation channel subfamily M member 7,Q96QT4,54822,ChaK1
HGNC:12347,TRRAP,ENSG00000196367,Light,transformation/transcription domain associated protein,Q9Y4A5,8295,TRRAP
HGNC:14968,TSSK1B,ENSG00000212122,Dark,testis specific serine kinase 1B,Q9BXA7,83942,TSSK1
HGNC:11401,TSSK2,ENSG00000206203,Dark,testis specific serine kinase 2,Q96PF2,23617,TSSK2
HGNC:15473,TSSK3,ENSG00000162526,Dark,testis specific serine kinase 3,Q96PN8,81629,TSSK3
HGNC:19825,TSSK4,ENSG00000139908,Dark,testis specific serine kinase 4,Q6SA08,283629,TSSK4
HGNC:30410,TSSK6,ENSG00000178093,Dark,testis specific serine kinase 6,Q9BXA6,83983,SSTK
HGNC:19140,TTBK1,ENSG00000146216,Dark,tau tubulin kinase 1,Q5TCY1,84630,TTBK1
HGNC:19141,TTBK2,ENSG00000128881,Dark,tau tubulin kinase 2,Q6IQ55,146057,TTBK2
HGNC:12401,TTK,ENSG00000112742,Light,TTK protein kinase,P33981,7272,TTK
HGNC:12403,TTN,ENSG00000155657,Light,titin,Q8WZ42,7273,TTN
HGNC:12434,TXK,ENSG00000074966,Light,TXK tyrosine kinase,P42681,7294,TXK
HGNC:12440,TYK2,ENSG00000105397,Light,tyrosine kinase 2,P29597,7297,TYK2
HGNC:12446,TYRO3,ENSG00000092445,Light,TYRO3 protein tyrosine kinase,Q06418,7301,TYRO3
HGNC:19683,UHMK1,ENSG00000152332,Light,U2AF homology motif kinase 1,Q8TAS1,127933,KIS
HGNC:12558,ULK1,ENSG00000177169,Light,unc-51 like autophagy activating kinase 1,O75385,8408,ULK1
HGNC:13480,ULK2,ENSG00000083290,Light,unc-51 like autophagy activating kinase 2,Q8IYT8,9706,ULK2
HGNC:19703,ULK3,ENSG00000140474,Light,unc-51 like kinase 3,Q6PHR2,25989,ULK3
HGNC:15784,ULK4,ENSG00000168038,Dark,unc-51 like kinase 4,Q96C45,54986,ULK4
HGNC:12718,VRK1,ENSG00000100749,Light,vaccinia related kinase 1,Q99986,7443,VRK1
HGNC:12719,VRK2,ENSG00000028116,Dark,vaccinia related kinase 2,Q86Y07,7444,VRK2
HGNC:18996,VRK3,ENSG00000105053,Dark,vaccinia related kinase 3,Q8IV63,51231,VRK3
HGNC:12761,WEE1,ENSG00000166483,Light,WEE1 G2 checkpoint kinase,P30291,7465,Wee1
HGNC:19684,WEE2,ENSG00000214102,Dark,WEE1 homolog 2,P0C1S8,494551,Wee1B
HGNC:48669,WEE2-AS1,ENSG00000228775,Light,WEE2 antisense RNA 1,,285962,NA
HGNC:14540,WNK1,ENSG00000060237,Light,WNK lysine deficient protein kinase 1,Q9H4A3,65125,Wnk1
HGNC:14542,WNK2,ENSG00000165238,Dark,WNK lysine deficient protein kinase 2,Q9Y3S1,65268,Wnk2
HGNC:14543,WNK3,ENSG00000196632,Dark,WNK lysine deficient protein kinase 3,Q9BYP7,65267,Wnk3
HGNC:14544,WNK4,ENSG00000126562,Light,WNK lysine deficient protein kinase 4,Q96J92,65266,Wnk4
HGNC:12841,YES1,ENSG00000176105,Light,"YES proto-oncogene 1, Src family tyrosine kinase",P07947,7525,YES
HGNC:12858,ZAP70,ENSG00000115085,Light,zeta chain of T cell receptor associated protein kinase 70,P43403,7535,ZAP70
